r1,r2,commit,author_experience,MaxNestings,CountDeclFunction,Cyclomatics,CountLineCodes,CountStmtDecls,CountLineBlank_php,RatioCommentToCodes,bug,msg_size,nbr_insert_line_commit,nbr_deleted_line_commit,nbr_churn_file_commit,week_day,month_day,month,freq,pic
4.5.3,4.6,76a62603,116,2,9,15,244,13,51,0.92,0,24,91,38,15,7,16,4,0,0
4.5.3,4.6,76ade1b2,862,1,0,6,49,0,15,2.21,1,33,11,3,2,3,24,5,0,0
4.5.3,4.6,771212f2,234,2,0,31,201,0,22,2.16,1,52,2,2,2,5,7,7,0,0
4.5.3,4.6,7726afe6,10,0,0,1,6,0,4,4.17,0,31,7,21,9,5,28,4,0,0
4.5.3,4.6,77e2737d,1354,2,23,4,477,30,118,1.47,1,19,4,4,4,5,14,4,0,0
4.5.3,4.6,784a00d4,1362,0,0,1,6,0,4,4.17,0,14,7,7,5,7,16,4,0,0
4.5.3,4.6,7a49c76c,370,0,0,0,0,0,0,0,0,9,0,0,0,3,17,5,0,0
4.5.3,4.6,7a9ed544,642,3,53,1,1155,105,300,2.54,1,51,11,3,2,7,28,5,0,0
4.5.3,4.6,7b035105,820,2,27,1,875,46,258,2.49,1,72,12,1,2,5,21,4,0,0
4.5.3,4.6,7b0355b5,962,2,42,1,789,49,174,2.66,1,95,9,2,2,4,20,7,0,0
4.5.3,4.6,7b5364d2,1485,2,32,1,748,62,193,2.56,0,19,5,5,2,6,27,5,0,0
4.5.3,4.6,7b5cd0c0,233,1,4,1,133,10,41,2.52,0,21,5,4,2,5,7,7,2,1
4.5.3,4.6,7c2ad561,1358,1,16,1,172,19,50,3.02,1,12,5,5,2,6,15,4,0,0
4.5.3,4.6,7c5f77ec,1411,0,0,1,6,0,4,4.17,1,13,1,1,1,5,21,4,0,0
4.5.3,4.6,7caf951b,1400,2,0,24,133,0,26,2.12,0,13,2,2,2,2,4,7,0,0
4.5.3,4.6,7d421dbe,1419,3,33,12,987,43,303,1.45,1,23,31,29,6,1,17,7,14,1
4.5.3,4.6,7ddbbfec,1381,2,17,30,533,23,149,1.94,1,41,4,2,3,3,14,6,0,0
4.5.3,4.6,7e40b1d2,1347,1,6,1,60,8,18,2.74,1,20,13,3,3,4,13,4,0,0
4.5.3,4.6,7e49f103,979,1,8,1,217,40,62,2.63,1,41,8,5,2,4,27,7,4,1
4.5.3,4.6,7e5885b8,18,3,31,1,937,37,214,2.49,1,84,2,2,2,4,6,7,1,1
4.5.3,4.6,7e5dcdb1,3252,0,0,1,6,0,4,4.17,1,10,149,71,16,2,18,4,0,0
4.5.3,4.6,7e7dfdea,401,1,8,1,207,40,59,2.63,1,11,2,12,2,4,13,7,0,0
4.5.3,4.6,7eb64714,1519,4,24,1,779,31,190,1.05,0,14,12,12,7,7,9,7,0,0
4.5.3,4.6,7eccc12e,162,1,9,1,217,10,44,2.37,0,59,50,27,8,4,3,8,0,0
4.5.3,4.6,7f1abd44,842,1,0,28,100,0,36,2.16,0,19,12,1,2,5,12,5,0,0
4.5.3,4.6,7f5717ba,455,1,10,1,268,17,96,2.61,0,26,5,3,2,5,30,6,0,0
4.5.3,4.6,7fec14f3,999,3,6,1,458,12,82,1.58,1,34,5,3,4,4,10,8,1,1
4.5.3,4.6,805a1eba,627,2,15,1,289,16,71,2.65,0,12,21,12,2,5,19,5,0,0
4.5.3,4.6,809ad6e4,132,1,23,1,329,29,86,2.52,1,40,30,6,6,4,29,6,3,1
4.5.3,4.6,820d7174,11,2,83,1,684,88,206,2.81,0,78,1,19,2,6,10,6,0,0
4.5.3,4.6,823ec71c,828,0,0,1,6,0,4,4.17,0,15,3,20,5,1,1,5,0,0
4.5.3,4.6,82ee5ca0,3257,2,25,1,261,34,80,1.73,1,39,44,20,4,5,2,6,0,0
4.5.3,4.6,834f0809,945,3,0,17,79,0,22,2.27,1,13,1,2,2,4,13,7,0,0
4.5.3,4.6,8369b778,862,0,0,1,267,0,7,2.1,1,13,55,4,2,3,24,5,0,0
4.5.3,4.6,838156a9,662,2,26,1,458,29,123,2.79,1,71,15,5,2,4,8,6,0,0
4.5.3,4.6,83cd70a5,1400,2,41,1,1215,54,353,2.25,0,13,2,2,2,2,4,7,0,0
4.5.3,4.6,841e7fd1,203,0,0,1,6,0,4,4.17,0,10,1,1,1,5,9,6,0,0
4.5.3,4.6,8427ebfd,399,1,0,6,46,0,11,2.27,0,21,6,2,2,3,14,6,0,0
4.5.3,4.6,844ae668,1522,1,6,1,115,21,36,2.95,0,21,3,3,2,1,10,7,0,0
4.5.3,4.6,848318ae,107,0,0,1,6,0,4,4.17,1,27,4,2,3,3,5,7,0,0
4.5.3,4.6,84850171,450,1,17,1,224,18,58,2.67,0,14,49,19,12,3,17,5,0,0
4.5.3,4.6,84cd3697,1493,3,53,1,1248,64,244,2.56,0,61,360,1,2,5,9,6,0,0
4.5.3,4.6,852e6921,1411,1,15,1,154,17,33,2.52,0,11,7,6,2,5,21,4,0,0
4.5.3,4.6,854cbe7c,1004,0,0,1,6,0,4,4.17,0,2,1,1,1,3,16,8,1,1
4.5.3,4.6,858fb83f,226,3,73,1,1216,90,268,2.58,1,11,1,2,2,5,30,6,0,0
4.5.3,4.6,85cac9d4,118,0,1,1,394,2,39,1.61,1,16,7,7,3,1,17,4,0,0
4.5.3,4.6,8603aa40,668,3,53,1,1159,105,302,2.54,0,42,3,3,2,5,16,6,0,0
4.5.3,4.6,8631cb86,995,3,21,1,574,30,124,2.4,1,41,2,2,2,3,9,8,0,0
4.5.3,4.6,8664f9f8,160,1,17,1,227,18,60,2.66,0,29,92,92,87,2,1,8,0,0
4.5.3,4.6,866bd398,1419,4,45,14,1226,56,360,1.27,0,12,11,11,5,1,17,7,0,0
4.5.3,4.6,868804db,962,3,20,2,697,27,178,1.01,1,35,85,48,8,4,20,7,0,0
4.5.3,4.6,872f1c5d,1505,3,53,1,1159,105,302,2.54,0,30,9,6,2,1,26,6,0,0
4.5.3,4.6,8742490d,1002,0,0,1,6,0,4,4.17,0,4,1,1,1,7,13,8,0,0
4.5.3,4.6,8776694a,451,1,17,1,232,19,62,2.67,0,86,187,187,74,6,17,6,0,0
4.5.3,4.6,87b0a1b9,148,2,33,1,473,46,117,2.16,0,341,459,28,13,6,20,5,0,0
4.5.3,4.6,88c32598,241,2,16,1,277,23,79,2.6,1,33,6,6,2,3,9,8,3,1
4.5.3,4.6,89d0b337,212,0,0,1,6,0,4,4.17,1,32,1,1,1,2,23,5,0,0
4.5.3,4.6,8aa1c375,1394,1,6,1,139,9,33,2.34,1,10,2,2,2,6,1,7,0,0
4.5.3,4.6,8b0e1859,32,1,8,1,372,12,94,2.29,0,43,35,3,6,6,22,4,0,0
4.5.3,4.6,8bd79e49,126,0,0,1,6,0,4,4.17,1,39,4,4,3,4,1,6,0,0
4.5.3,4.6,8c0c57b9,848,0,0,1,6,0,4,4.17,1,4,1,1,1,2,16,5,0,0
4.5.3,4.6,8c82515a,173,3,13,12,411,18,99,0.73,1,83,3628,926,45,4,15,6,0,0
4.5.3,4.6,8c8b3ba5,875,0,0,1,6,0,4,4.17,1,28,2,2,2,5,16,6,0,0
4.5.3,4.6,8d5c62b9,160,2,12,1,236,17,66,2.52,0,15,12,1,2,5,14,4,0,0
4.5.3,4.6,8dbceabc,647,0,0,1,6,0,4,4.17,1,9,1,1,1,3,31,5,0,0
4.5.3,4.6,8dd52fb4,192,2,14,1,259,20,72,2.58,0,14,58,1,2,4,1,6,0,0
4.5.3,4.6,8e498b93,1357,2,26,1,451,29,121,2.79,0,19,5,2,2,5,14,4,0,0
4.5.3,4.6,8ec77ea4,1949,2,26,1,453,29,121,2.79,0,17,31,20,2,6,22,4,0,0
4.5.3,4.6,8f6517c2,459,0,0,1,6,0,4,4.17,0,40,9,9,9,3,26,7,0,0
4.5.3,4.6,8f874835,660,0,0,1,6,0,4,4.17,1,22,1,1,1,2,6,6,0,0
4.5.3,4.6,8fd42ed2,649,0,0,1,6,0,4,4.17,1,12,1,1,1,4,1,6,0,0
4.5.3,4.6,902420b2,241,2,16,1,277,23,79,2.6,1,41,3,6,2,3,9,8,2,1
4.5.3,4.6,905f4ec0,671,3,19,19,537,26,150,2.6,1,71,35,43,2,4,13,7,27,1
4.5.3,4.6,916a0553,1495,2,32,1,521,44,132,2.52,1,16,4,2,2,5,9,6,0,0
4.5.3,4.6,91930131,1471,4,42,3,901,63,251,1.32,0,38,48,40,17,2,23,5,0,0
4.5.3,4.6,93549656,828,0,0,1,6,0,4,4.17,1,37,21,9,5,1,1,5,0,0
4.5.3,4.6,93a26a2a,213,1,4,1,80,8,24,2.77,0,34,2,2,2,1,26,6,0,0
4.5.3,4.6,93c8cdba,120,2,21,1,572,30,123,2.4,1,13,4,4,2,7,30,4,0,0
4.5.3,4.6,93eaf20f,823,1,4,1,172,5,38,2.44,0,55,12,25,2,5,21,4,0,0
4.5.3,4.6,94290a84,57,3,53,1,1248,64,244,2.49,0,35,66,11,5,6,20,5,0,0
4.5.3,4.6,944a69df,847,2,0,7,49,0,12,2.15,1,13,2,1,2,7,14,5,0,0
4.5.3,4.6,94980d89,1505,2,14,1,319,20,106,2.76,0,19,2,2,2,1,26,6,0,0
4.5.3,4.6,949bc7c7,1529,3,3,1,224,4,41,2.25,0,18,2,2,2,3,19,7,0,0
4.5.3,4.6,94d34482,949,4,5,1,447,15,102,2.31,1,17,3,2,2,5,14,7,0,0
4.5.3,4.6,9501efd0,988,2,20,1,578,27,170,1.67,1,191,186,25,7,5,4,8,44,1
4.5.3,4.6,9549a46d,1471,2,41,1,758,48,166,2.67,0,34,27,17,2,2,23,5,0,0
4.5.3,4.6,959f1a07,136,3,59,1,1170,73,244,1.98,0,20,66,62,3,5,21,4,0,0
4.5.3,4.6,95cbf892,153,2,9,8,185,16,60,2.17,0,64,68,3,3,6,27,5,0,0
4.5.3,4.6,96104fdd,138,1,2,1,22,4,6,2.86,1,55,17,7,2,6,29,4,0,0
4.5.3,4.6,962f1070,978,1,13,1,230,20,52,2.55,0,10,2,2,2,4,27,7,0,0
4.5.3,4.6,9631611e,1442,1,8,1,414,13,96,2.29,1,17,3,1,2,2,25,7,0,0
4.5.3,4.6,9652a491,1002,0,0,4,92,0,19,2.19,0,59,6,6,2,7,13,8,0,0
4.5.3,4.6,97bf32c6,938,4,42,1,1256,49,396,1.98,0,12,3,3,3,3,12,7,1,1
4.5.3,4.6,97fc82a8,844,1,9,1,99,14,33,2.98,0,46,6,6,2,5,12,5,0,0
4.5.3,4.6,97fd7d82,1433,2,8,1,383,11,66,2.24,1,34,7,7,2,5,21,7,0,0
4.5.3,4.6,98050e40,631,3,62,1,1340,81,367,2.6,0,8,22,1,2,7,21,5,0,0
4.5.3,4.6,98d03cb7,948,2,18,9,665,23,164,0.92,1,21,87,32,9,4,13,7,0,0
4.5.3,4.6,98d5d491,37,3,7,1,183,17,49,2.6,0,60,11,10,2,3,3,5,0,0
4.5.3,4.6,98d8ad68,177,2,23,1,502,31,158,2.67,1,53,2,2,2,4,27,4,0,0
4.5.3,4.6,9913b6ee,39,2,37,1,1025,46,299,2.26,1,36,2,2,2,6,27,5,0,0
4.5.3,4.6,994bfb5b,1402,2,53,1,773,65,238,2.71,0,15,163,168,2,6,15,4,0,0
4.5.3,4.6,995dc513,1435,2,8,1,383,11,66,2.24,1,19,2,2,2,6,22,7,0,0
4.5.3,4.6,99cca270,42,4,57,1,984,71,231,2.08,0,83,25,9,3,2,6,6,0,0
4.5.3,4.6,9a51ff07,1002,2,42,1,789,49,175,2.66,1,57,4,5,2,7,13,8,0,0
4.5.3,4.6,9afeafef,1500,1,9,1,148,13,34,2.44,1,32,5,1,2,6,17,6,0,0
4.5.3,4.6,9b2f385b,931,2,16,1,225,23,61,2.62,1,89,3,2,2,6,8,7,1,1
4.5.3,4.6,9b4718a2,1392,0,0,1,6,0,4,4.17,1,16,1,1,1,4,15,6,0,0
4.5.3,4.6,9b56e3b7,1378,2,7,1,119,20,33,2.23,1,18,3,3,2,5,19,5,0,0
4.5.3,4.6,9b893cd5,910,3,73,1,1217,90,268,2.58,1,13,5,1,2,3,5,7,2,1
4.5.3,4.6,9bf51026,618,3,53,1,1153,105,300,2.54,1,64,2,2,2,6,29,4,0,0
4.5.3,4.6,9c0dfce2,995,0,0,1,6,0,4,4.17,1,76,32,11,3,3,9,8,0,0
4.5.3,4.6,9c4763f8,1003,0,0,1,6,0,4,4.17,0,4,1,1,1,2,15,8,0,0
4.5.3,4.6,9cb52473,1460,3,19,2,366,28,91,1.09,0,22,104,104,39,1,22,5,0,0
4.5.3,4.6,9ccd9b3a,905,1,0,11,167,0,19,2.15,1,21,2,2,2,2,4,7,0,0
4.5.3,4.6,9d9c6f30,615,0,0,1,6,0,4,4.17,0,18,1,1,1,4,20,4,0,0
4.5.3,4.6,9dcfd918,1350,1,6,1,60,8,18,2.74,1,8,3,3,3,4,13,4,0,0
4.5.3,4.6,9e6f52a0,631,0,0,1,6,0,4,4.17,1,9,1,1,1,7,21,5,0,0
4.5.3,4.6,9edd8df8,213,2,14,1,259,20,72,2.58,0,57,10,2,2,1,26,6,0,0
4.5.3,4.6,9ee1823d,158,0,0,1,6,0,4,4.17,1,53,13,11,3,4,27,7,0,0
4.5.3,4.6,9ef5fb0a,1510,3,62,1,1343,81,368,2.61,0,16,13,6,2,3,28,6,0,0
4.5.3,4.6,9f7856f1,851,0,0,1,6,0,4,4.17,1,10,1,5,3,4,18,5,0,0
4.5.3,4.6,9fa38fdc,184,2,9,1,179,18,53,2.98,0,53,65,1,3,6,20,5,0,0
4.5.3,4.6,924113,1482,2,35,1,950,52,282,2.6,1,32,4,3,2,5,26,5,0,0
4.5.3,4.6,a021ab4c,188,2,8,11,241,9,53,2.4,1,14,2,2,2,3,24,5,0,0
4.5.3,4.6,a0d7e83b,142,0,0,1,6,0,4,4.17,1,53,25,6,3,2,2,5,0,0
4.5.3,4.6,a0eab11b,30,2,53,1,773,65,238,2.71,0,22,10,7,2,6,15,4,0,0
4.5.3,4.6,a1316435,1519,1,4,1,41,6,10,1.25,0,20,19,1,10,7,9,7,0,0
4.5.3,4.6,a1e4485b,999,0,0,1,6,0,4,4.17,0,7,1,1,1,5,11,8,0,0
4.5.3,4.6,a20e16d3,968,1,7,1,54,10,12,2.47,0,16,11,4,2,6,22,7,1,1
4.5.3,4.6,a288544c,886,1,3,1,229,5,23,2.19,0,45,12,6,2,3,28,6,0,0
4.5.3,4.6,a2904cc3,49,2,27,6,838,36,245,1.58,0,11,3,3,3,3,21,6,0,0
4.5.3,4.6,a320320e,956,2,41,1,1220,53,354,2.25,1,56,29,22,4,2,18,7,0,0
4.5.3,4.6,a368295c,1409,2,53,1,773,65,238,2.73,0,16,71,55,2,4,20,4,0,0
4.5.3,4.6,a37d3051,223,0,0,1,6,0,4,4.17,1,8,2,2,2,4,6,7,0,0
4.5.3,4.6,a475d0a1,52,3,12,1,269,17,83,2.62,0,38,6,1,2,4,29,6,0,0
4.5.3,4.6,a47fa4f1,84,2,13,1,264,16,63,2.37,1,19,4,4,2,5,21,4,0,0
4.5.3,4.6,a493dc0a,829,1,8,1,372,12,94,2.29,0,6,4,4,4,6,6,5,0,0
4.5.3,4.6,a54c2a72,1460,4,24,1,751,34,138,1.5,1,12,12,13,4,1,22,5,0,0
4.5.3,4.6,a5580012,101,3,26,2,876,40,209,1.29,0,13,5,5,5,2,4,7,0,0
4.5.3,4.6,a560559c,1003,0,0,1,6,0,4,4.17,0,7,1,1,1,2,15,8,0,0
4.5.3,4.6,a58ec423,398,1,14,1,112,14,31,3.05,1,34,6,5,2,5,21,4,0,0
4.5.3,4.6,a593be44,57,3,53,1,1248,64,244,2.49,0,12,3,3,2,6,20,5,0,0
4.5.3,4.6,a5b8dca8,858,3,29,4,797,51,196,2.35,1,27,2,2,2,2,23,5,0,0
4.5.3,4.6,a673a71f,850,1,17,1,185,20,56,2.97,0,19,2,2,2,2,16,5,0,0
4.5.3,4.6,a693987b,63,2,42,1,788,49,174,2.66,1,50,15,19,2,3,19,7,0,0
4.5.3,4.6,a6c39382,1420,2,26,1,454,29,122,2.8,0,28,12,5,2,2,2,5,0,0
4.5.3,4.6,a6de56b4,192,3,31,1,509,43,152,2.11,0,40,5,1,3,5,2,6,0,0
4.5.3,4.6,a726a9f5,449,0,0,1,6,0,4,4.17,0,11,5,5,5,5,12,5,0,0
4.5.3,4.6,a7285285,916,0,0,1,6,0,4,4.17,1,16,1,1,1,3,5,7,0,0
4.5.3,4.6,a72eb16e,372,1,5,1,156,12,39,2.35,1,38,10,8,2,5,4,8,8,1
4.5.3,4.6,a74fae7b,1480,0,0,1,6,0,4,4.17,1,10,1,1,1,4,25,5,0,0
4.5.3,4.6,a7a85856,1439,2,15,1,533,18,144,2.33,1,20,4,12,2,7,23,7,0,0
4.5.3,4.6,a7bbdb23,905,0,0,1,6,0,4,4.17,0,8,1,1,1,2,4,7,0,0
4.5.3,4.6,a7c601b7,1487,1,8,1,188,9,49,2.44,1,20,2,2,2,2,30,5,0,0
4.5.3,4.6,a7c72c31,1424,1,4,1,133,10,41,2.52,0,14,4,4,2,3,19,7,0,0
4.5.3,4.6,a800cf65,447,4,44,1,908,54,210,1.43,0,146,49,17501,71,4,4,5,0,0
4.5.3,4.6,a8525b11,838,2,7,1,197,12,65,2.03,0,20,19,18,3,3,10,5,0,0
4.5.3,4.6,a8ccd1ce,950,2,0,31,201,0,22,2.16,1,18,4,3,2,5,14,7,0,0
4.5.3,4.6,a97f0a2c,99,3,35,10,906,42,175,1.73,0,49,31,32,3,1,19,6,0,0
4.5.3,4.6,aa4334cc,108,0,0,1,6,0,4,4.17,1,35,2,3,3,7,9,7,0,0
4.5.3,4.6,aa561e67,931,3,41,5,647,48,162,1.24,1,145,164,60,10,6,8,7,42,1
4.5.3,4.6,aad01818,1387,2,18,1,401,20,110,2.55,0,26,12,3,2,3,14,6,0,0
4.5.3,4.6,aba14233,36,3,62,1,1332,81,365,2.61,0,35,4,3,2,2,2,5,0,0
4.5.3,4.6,abbd18db,1460,1,17,1,224,18,58,2.67,0,20,17,17,2,1,22,5,0,0
4.5.3,4.6,ac74c103,1460,2,24,1,966,28,229,2.29,0,14,7,7,2,1,22,5,0,0
4.5.3,4.6,accf240d,3265,3,23,2,839,34,230,1.43,0,18,151,12,14,6,17,6,0,0
4.5.3,4.6,acf69202,1357,0,0,1,6,0,4,4.17,0,22,1,1,1,5,14,4,0,0
4.5.3,4.6,ada2858c,1472,1,6,1,185,12,62,2.65,0,28,11,6,2,3,24,5,0,0
4.5.3,4.6,ae56f468,96,2,67,1,606,71,177,2.26,0,32,18,40,3,7,18,6,0,0
4.5.3,4.6,ae8722f1,3282,1,9,1,217,10,44,2.37,1,24,4,4,4,4,10,8,0,0
4.5.3,4.6,aeb8d2fb,881,0,4,1,48,8,13,3.06,0,25,402,389,3,3,28,6,101,1
4.5.3,4.6,af5c5a9a,36,2,32,1,522,44,133,2.52,0,64,19,1,2,3,26,4,0,0
4.5.3,4.6,af764428,855,2,37,1,540,47,129,2.55,0,10,3,1,2,2,23,5,0,0
4.5.3,4.6,b036bf10,146,1,3,1,87,6,12,1.43,0,24,112,299,8,5,12,5,0,0
4.5.3,4.6,b0741130,145,1,2,1,71,4,9,2.37,1,22,2,2,2,4,11,5,0,0
4.5.3,4.6,b077123a,223,3,17,1,276,28,76,2,0,109,78,4,4,4,29,6,38,1
4.5.3,4.6,b0bb179d,1392,3,73,1,1211,89,267,2.58,1,15,2,2,2,4,15,6,0,0
4.5.3,4.6,b0f64a91,156,0,0,1,6,0,4,4.17,0,36,1,1,1,3,7,6,0,0
4.5.3,4.6,b1804afe,1423,3,35,3,691,49,180,1.1,1,50,95,96,51,6,13,5,0,0
4.5.3,4.6,b2607f8d,979,2,8,1,146,26,41,2.14,1,48,59,9,4,4,27,7,14,1
4.5.3,4.6,b39bddfd,896,0,0,1,6,0,4,4.17,0,7,1,1,1,5,30,6,0,0
4.5.3,4.6,b42ec35d,983,0,0,0,0,0,0,0,0,2,0,0,0,2,1,8,0,0
4.5.3,4.6,b43ee4b8,202,3,51,1,1234,62,238,2.48,1,52,4,3,4,4,20,4,0,0
4.5.3,4.6,b45e9069,205,2,32,1,736,62,193,2.57,1,35,11,3,2,6,22,4,0,0
4.5.3,4.6,b4a1b39a,1512,1,3,1,41,10,15,3.35,0,29,5,1,2,4,29,6,0,0
4.5.3,4.6,b4cc5d51,162,0,0,1,6,0,4,4.17,1,36,3,7,3,4,3,8,0,0
4.5.3,4.6,b4df848b,209,1,4,1,163,10,48,2.49,0,22,33,6,2,5,16,6,0,0
4.5.3,4.6,b55493e3,107,0,0,1,6,0,4,4.17,1,38,8,16,3,3,5,7,0,0
4.5.3,4.6,b5718124,830,3,16,2,288,32,65,1.61,1,37,3,3,3,7,7,5,0,0
4.5.3,4.6,b5de2df4,991,1,12,1,419,16,92,1.72,1,92,13,5,5,6,5,8,0,0
4.5.3,4.6,b65bb252,64,2,42,1,789,49,174,2.66,0,26,2,2,2,4,27,7,0,0
4.5.3,4.6,b65cbd60,1375,2,14,1,319,20,106,2.76,1,25,3,3,2,5,5,5,0,0
4.5.3,4.6,b69192f9,229,1,10,1,269,17,97,2.61,0,20,2,2,2,5,7,7,0,0
4.5.3,4.6,b733aa79,899,1,4,1,173,5,38,2.44,0,17,2,1,2,2,4,7,1,1
4.5.3,4.6,b777ce5b,207,0,0,1,6,0,4,4.17,1,11,1,1,1,6,20,5,0,0
4.5.3,4.6,b7fc5523,1460,1,1,1,85,1,14,2.45,0,20,3,3,2,1,22,5,0,0
4.5.3,4.6,b86015e7,3279,0,0,1,6,0,4,4.17,1,15,12,9,4,3,26,7,0,0
4.5.3,4.6,b885fe67,200,1,4,1,76,12,25,2.69,0,50,152,7,3,4,8,6,0,0
4.5.3,4.6,b8b7a008,374,2,12,1,255,21,59,1.88,1,70,15,5,3,3,14,6,0,0
4.5.3,4.6,b8faa924,52,4,0,63,345,1,62,1.49,0,29,3,3,3,4,29,6,0,0
4.5.3,4.6,b99a31d3,220,2,16,1,280,24,79,2.6,0,13,16,1,2,3,28,6,2,1
4.5.3,4.6,b9b69676,62,1,0,12,168,0,42,2.21,1,28,2,2,2,6,8,7,0,0
4.5.3,4.6,b9d99d32,922,2,0,5,34,0,9,2.42,1,20,40,38,2,4,6,7,0,0
4.5.3,4.6,b9ed1cb6,1480,2,15,1,290,16,71,2.65,1,29,27,27,2,4,25,5,0,0
4.5.3,4.6,ba12f4e9,979,0,0,1,6,0,4,4.17,0,7,1,1,1,4,27,7,0,0
4.5.3,4.6,ba6525b1,615,0,0,1,6,0,4,4.17,0,8,1,1,1,4,20,4,0,0
4.5.3,4.6,ba7f3cff,3255,0,0,1,6,0,4,4.17,1,26,3,3,4,2,30,5,0,0
4.5.3,4.6,ba81f46c,3273,4,5,1,448,15,102,2.31,1,18,9,3,5,4,20,7,0,0
4.5.3,4.6,ba8d3fca,223,1,0,6,30,0,12,2.44,0,38,9,1,2,4,29,6,0,0
4.5.3,4.6,bbd66341,1387,3,19,19,542,26,148,2.58,1,14,5,3,2,3,14,6,0,0
4.5.3,4.6,bbecb1a4,838,1,4,1,46,7,11,1.13,0,15,1021,1,11,3,10,5,0,0
4.5.3,4.6,bc20a928,1460,3,73,1,1209,89,265,2.58,0,20,34,34,2,1,22,5,0,0
4.5.3,4.6,bc46a94a,58,0,0,1,6,0,4,4.17,1,25,1,1,1,4,20,7,0,0
4.5.3,4.6,bcf027ed,916,0,0,1,6,0,4,4.17,1,14,19,3,3,3,5,7,0,0
4.5.3,4.6,bd2fafae,667,3,53,1,1158,105,302,2.54,0,29,4,3,2,4,15,6,0,0
4.5.3,4.6,bd3c735c,12,0,0,1,6,0,4,4.17,1,50,4,4,3,6,10,6,0,0
4.5.3,4.6,bd5e7aef,660,0,0,1,6,0,4,4.17,1,23,1,1,1,2,6,6,0,0
4.5.3,4.6,bdd21996,873,1,6,1,186,11,60,2.02,0,24,48,8,3,7,11,6,0,0
4.5.3,4.6,bde87c6f,1460,2,14,1,319,20,106,2.76,0,20,19,19,2,1,22,5,0,0
4.5.3,4.6,bdfd58c8,10,2,0,20,104,0,21,2.23,1,76,2,2,2,1,15,5,0,0
4.5.3,4.6,be38b14e,871,1,8,1,158,9,42,2.38,1,28,24,4,2,6,10,6,0,0
4.5.3,4.6,be54af2e,905,1,1,1,90,2,10,2.24,1,27,2,2,2,2,4,7,0,0
4.5.3,4.6,be59d289,1949,2,12,1,431,15,97,2.35,1,17,13,8,4,6,22,4,0,0
4.5.3,4.6,be6a91bf,1949,0,0,1,6,0,4,4.17,1,12,1,1,1,6,22,4,0,0
4.5.3,4.6,beded541,226,0,0,1,6,0,4,4.17,0,67,4,4,4,4,3,8,0,0
4.5.3,4.6,bef05b46,1480,2,16,5,414,19,94,1.54,0,18,15,15,9,4,25,5,0,0
4.5.3,4.6,bf24773f,133,0,0,1,6,0,4,4.17,1,60,20,18,3,1,17,7,0,0
4.5.3,4.6,bf2bea49,1393,2,5,1,297,13,80,2.42,1,23,1,3,2,1,26,6,0,0
4.5.3,4.6,bf3b51ad,126,1,0,5,83,0,12,2.17,1,50,6,32,6,4,1,6,0,0
4.5.3,4.6,bf3fdc35,93,1,17,1,232,19,62,2.67,1,34,5,1,2,5,16,6,0,0
4.5.3,4.6,bfaad85d,173,0,0,1,6,0,4,4.17,0,43,1,1,1,4,20,4,0,0
4.5.3,4.6,bfe46464,916,0,0,1,33,0,17,2.33,1,48,3,3,2,3,5,7,2,1
4.5.3,4.6,c009abcc,1519,1,0,10,103,1,34,2.5,0,18,2,2,2,7,9,7,0,0
4.5.3,4.6,c0302df0,5,1,3,1,56,3,17,2.33,1,15,6,3,2,1,29,5,0,0
4.5.3,4.6,c0d712e,1460,2,24,1,966,28,229,2.29,1,12,6,6,2,1,22,5,0,0
4.5.3,4.6,c1ba18d1,1460,2,53,1,773,65,238,2.73,0,20,16,16,2,1,22,5,0,0
4.5.3,4.6,c1e8f430,20,0,0,1,6,0,4,4.17,1,98,11,3,3,6,15,7,0,0
4.5.3,4.6,c243edf4,229,0,0,1,6,0,4,4.17,0,14,1,1,1,5,7,7,0,0
4.5.3,4.6,c277d565,1424,1,4,1,169,11,49,2.48,0,12,3,3,2,3,19,7,0,0
4.5.3,4.6,c283b3c0,54,1,0,9,45,0,16,2.21,1,28,3,3,2,6,8,7,0,0
4.5.3,4.6,c3055cc1,1460,3,10,12,383,15,83,0.62,0,20,307,307,87,1,22,5,0,0
4.5.3,4.6,c33e975f,12,0,0,1,6,0,4,4.17,0,6,1,1,2,6,6,5,0,0
4.5.3,4.6,c3712962,1368,3,19,19,544,26,148,2.58,0,24,9,6,2,5,21,4,0,0
4.5.3,4.6,c3f731a7,962,0,0,1,6,0,4,4.17,0,4,1,1,1,4,20,7,0,0
4.5.3,4.6,c3fe6177,823,2,37,1,1025,46,299,2.26,1,25,2,2,2,5,21,4,0,0
4.5.3,4.6,c415dd18,1529,0,0,1,6,0,4,4.17,0,34,2,2,2,3,19,7,0,0
4.5.3,4.6,c4752b1b,150,0,0,1,6,0,4,4.17,1,57,1,1,1,3,17,5,0,0
4.5.3,4.6,c4af09a2,3269,0,0,1,6,0,4,4.17,1,40,18,8,6,4,29,6,0,0
4.5.3,4.6,c4cdc9e7,1387,0,0,1,6,0,4,4.17,1,10,1,1,1,3,14,6,0,0
4.5.3,4.6,c4dfc0ad,969,2,15,1,538,18,144,2.33,0,15,2,3,2,6,22,7,0,0
4.5.3,4.6,c50056a1,1426,2,5,1,305,14,81,2.42,1,30,5,1,2,4,20,7,0,0
4.5.3,4.6,c50abe82,916,0,0,1,6,0,4,4.17,1,21,15,3,5,3,5,7,0,0
